IMAGE_ID,LABEL,FONT_ID,WIDTH,HEIGHT
13963.jpg,Twenty Eight Thousand One Hundred and Fifty,0.ttf,1720,150
13964.jpg,Twenty Two Thousand Five Hundred and Forty,3.ttf,1680,150
13965.jpg,Eighteen Thousand Five Hundred and Eleven,1.ttf,1640,150
13966.jpg,Thirty Seven Crore Seven Lakh,3.ttf,1160,150
13967.jpg,Eight Thousand Seven Hundred and Forty Seven,2.ttf,1760,150
13968.jpg,Sixty Nine Thousand Nine Hundred,3.ttf,1280,150
13969.jpg,Ninety Five Crore Forty Six Lakh,1.ttf,1280,150
13970.jpg,Seventy Four Crore Forty Six Lakh,0.ttf,1320,150
13971.jpg,One Thousand Eight Hundred and Thirty Four,3.ttf,1680,150
13972.jpg,Forty Two Crore Sixty Eight Lakh,3.ttf,1280,150
13973.jpg,Three Crore Twenty Nine Lakh,2.ttf,1120,150
13974.jpg,Nineteen Thousand and Ninety Six,2.ttf,1280,150
13975.jpg,Eighty Thousand Seven Hundred and Fourteen,3.ttf,1680,150
13976.jpg,Thirty Four Crore Three Lakh,1.ttf,1120,150
13977.jpg,Seventy Eight Crore Eighty One Lakh,2.ttf,1400,150
13978.jpg,Sixty Four Crore Twenty Seven Lakh,3.ttf,1360,150
13979.jpg,Ninety Eight Crore Thirty Lakh,0.ttf,1200,150
13980.jpg,Twenty Six Crore Twenty Nine Lakh,0.ttf,1320,150
13981.jpg,Three Crore Ninety Four Lakh,1.ttf,1120,150
13982.jpg,Ninety Two Thousand Two Hundred and Eighty Eight,0.ttf,1920,150
13983.jpg,Forty Six Crore Eighty Seven Lakh,2.ttf,1320,150
13984.jpg,Thirty Seven Thousand Nine Hundred and Seventy Five,3.ttf,2040,150
13985.jpg,Ninety Five Crore Twenty Five Lakh,0.ttf,1360,150
13986.jpg,Forty One Thousand Five Hundred and Eighty Six,2.ttf,1840,150
13987.jpg,Sixty Seven Crore Sixty Two Lakh,2.ttf,1280,150
13988.jpg,Twenty Eight Thousand Three Hundred and Forty Eight,3.ttf,2040,150
13989.jpg,Sixty Nine Crore Fourteen Lakh,1.ttf,1200,150
13990.jpg,Forty Four Crore Twelve Lakh,2.ttf,1120,150
13991.jpg,Ninety Four Thousand Four Hundred and Twenty Three,0.ttf,2000,150
13992.jpg,Twenty Four Crore Seventy Lakh,0.ttf,1200,150
13993.jpg,Forty Five Crore Sixty One Lakh,0.ttf,1240,150
13994.jpg,Eighty Six Crore Seventy Four Lakh,2.ttf,1360,150
13995.jpg,Twenty Four Crore One Lakh,0.ttf,1040,150
13996.jpg,Forty Four Crore Two Lakh,1.ttf,1000,150
13997.jpg,Forty Five Crore Fifty Two Lakh,1.ttf,1240,150
13998.jpg,Seventy Thousand Five Hundred and Two,0.ttf,1480,150
13999.jpg,Eleven Crore Eighty Nine Lakh,0.ttf,1160,150
14000.jpg,Eighty Three Crore Thirty Two Lakh,1.ttf,1360,150
14001.jpg,Thirty Nine Crore Thirty Four Lakh,3.ttf,1360,150
14002.jpg,Ninety Eight Crore Twenty Two Lakh,1.ttf,1360,150
14003.jpg,Five Thousand Four Hundred and Fifty Four,3.ttf,1640,150
14004.jpg,Twenty Thousand Seven Hundred and Eighty Two,0.ttf,1760,150
14005.jpg,Seventy Eight Crore Twenty Eight Lakh,3.ttf,1480,150
14006.jpg,Fifty Four Crore Sixty Lakh,2.ttf,1080,150
14007.jpg,Thirty Two Crore,0.ttf,640,150
14008.jpg,Eleven Thousand Four Hundred and Seventy Five,0.ttf,1800,150
14009.jpg,Ninety Thousand Six Hundred and Three,1.ttf,1480,150
14010.jpg,Twenty Five Thousand and Seventy Six,3.ttf,1440,150
14011.jpg,Three Thousand Two Hundred and Forty Four,3.ttf,1640,150
14012.jpg,Forty One Thousand Seven Hundred and Thirty Four,3.ttf,1920,150
14013.jpg,Two Thousand Four Hundred and Twenty Three,3.ttf,1680,150
14014.jpg,Thirteen Thousand One Hundred and Thirty Two,3.ttf,1760,150
14015.jpg,Sixty Four Crore Thirty Five Lakh,3.ttf,1320,150
14016.jpg,Sixty Four Crore Thirty Five Lakh,3.ttf,1320,150
14017.jpg,Ninety Five Thousand Four Hundred and Eighty Nine,2.ttf,1960,150
14018.jpg,Ninety Crore Thirty Six Lakh,0.ttf,1120,150
14019.jpg,Four Thousand Eight Hundred and Ninety Seven,1.ttf,1760,150
14020.jpg,Sixty Nine Crore Forty Lakh,1.ttf,1080,150
14021.jpg,Eighty Seven Crore Sixty Two Lakh,2.ttf,1320,150
14022.jpg,Sixty One Thousand Two Hundred and Eighty Three,0.ttf,1880,150
14023.jpg,Forty Thousand Six Hundred and Seventy Four,3.ttf,1720,150
14024.jpg,Sixty Three Thousand Seven Hundred and Eleven,2.ttf,1800,150
14025.jpg,Two Crore Four Lakh,2.ttf,760,150
14026.jpg,Nineteen Thousand Nine Hundred and Eighty Eight,0.ttf,1880,150
14027.jpg,Forty Six Crore Ninety Four Lakh,1.ttf,1280,150
14028.jpg,Forty Three Thousand Nine Hundred and Thirty Five,0.ttf,1960,150
14029.jpg,Eighty Eight Crore Sixteen Lakh,1.ttf,1240,150
14030.jpg,Thirty Seven Thousand Three Hundred and Thirty Seven,0.ttf,2080,150
14031.jpg,Thirty Nine Thousand Three Hundred and Seventy Nine,2.ttf,2040,150
14032.jpg,Ninety Nine Crore Sixty Five Lakh,3.ttf,1320,150
14033.jpg,Forty Seven Thousand Four Hundred and Twelve,3.ttf,1760,150
14034.jpg,Forty Two Thousand Three Hundred and Nine,0.ttf,1640,150
14035.jpg,Thirty Eight Thousand Three Hundred and Eighty Five,0.ttf,2040,150
14036.jpg,Fifty Nine Crore Twenty Four Lakh,3.ttf,1320,150
14037.jpg,Twenty Five Thousand Five Hundred and Thirty Three,0.ttf,2000,150
14038.jpg,Thirty Five Crore Thirty One Lakh,1.ttf,1320,150
14039.jpg,Ninety Two Thousand Seven Hundred and Forty Four,2.ttf,1920,150
14040.jpg,One Hundred and Sixty Eight,2.ttf,1080,150
14041.jpg,Three Crore Forty Lakh,3.ttf,880,150
14042.jpg,Eighty Five Crore Two Lakh,1.ttf,1040,150
14043.jpg,Eighty Two Thousand Four Hundred and Seventy Eight,0.ttf,2000,150
14044.jpg,Ninety Three Crore Thirty One Lakh,1.ttf,1360,150
14045.jpg,Eighty Crore Sixty Six Lakh,2.ttf,1080,150
14046.jpg,Sixteen Crore Ninety Seven Lakh,1.ttf,1240,150
14047.jpg,Twenty Four Crore Seventy Four Lakh,1.ttf,1400,150
14048.jpg,Seventy Five Thousand Three Hundred and Forty Nine,3.ttf,2000,150
14049.jpg,Eighty Eight Crore Eighty Five Lakh,0.ttf,1400,150
14050.jpg,Eight Thousand Seven Hundred and Eighty Nine,0.ttf,1760,150
14051.jpg,Ninety Seven Crore Thirty One Lakh,1.ttf,1360,150
14052.jpg,Ten Thousand Six Hundred and Eight,1.ttf,1360,150
14053.jpg,Twenty Six Crore Eighty Six Lakh,3.ttf,1280,150
14054.jpg,Seventy Two Crore Eighty Four Lakh,2.ttf,1360,150
14055.jpg,Sixty Six Thousand Six Hundred and Thirteen,2.ttf,1720,150
14056.jpg,Fifty Two Crore Fifty Five Lakh,3.ttf,1240,150
14057.jpg,Forty Two Thousand Seven Hundred and Eighty Two,2.ttf,1880,150
14058.jpg,Sixty Eight Thousand Six Hundred and Twenty Two,2.ttf,1880,150
14059.jpg,Sixty Seven Thousand Two Hundred and Eighty,1.ttf,1720,150
14060.jpg,Fifty Six Crore Ninety Lakh,3.ttf,1080,150
14061.jpg,Twenty One Thousand Three Hundred and Ninety Two,3.ttf,1920,150
14062.jpg,Seventy Nine Crore Sixty Three Lakh,2.ttf,1400,150
14063.jpg,Five Thousand Five Hundred and Sixteen,3.ttf,1520,150
14064.jpg,Fourteen Thousand and Fifty Three,2.ttf,1320,150
14065.jpg,Ninety Five Thousand One Hundred and Seventy Six,3.ttf,1920,150
14066.jpg,Ten Crore Twenty Seven Lakh,2.ttf,1080,150
14067.jpg,Thirty Nine Crore Seventy Five Lakh,2.ttf,1400,150
14068.jpg,Ninety Seven Crore Fifty Seven Lakh,3.ttf,1400,150
14069.jpg,Thirty Two Crore Fifty Two Lakh,1.ttf,1240,150
14070.jpg,Forty Four Thousand Six Hundred and Ninety Seven,0.ttf,1920,150
14071.jpg,Thirty Four Thousand Three Hundred and Fifty Eight,1.ttf,2000,150
14072.jpg,Ninety Thousand Six Hundred and Eighty Five,1.ttf,1720,150
14073.jpg,Seven Crore Seventy Two Lakh,1.ttf,1120,150
14074.jpg,Thirty Seven Thousand Two Hundred and Fifty Six,0.ttf,1880,150
14075.jpg,Fifty Nine Crore Forty Six Lakh,0.ttf,1240,150
14076.jpg,Eight Crore Fifteen Lakh,2.ttf,960,150
14077.jpg,Fifty Four Thousand Four Hundred and Eighty,3.ttf,1720,150
14078.jpg,Eighty Two Thousand Four Hundred and Sixty,0.ttf,1680,150
14079.jpg,Twelve Thousand Eight Hundred and Forty Six,0.ttf,1720,150
14080.jpg,Seventy One Crore Fifty Six Lakh,0.ttf,1280,150
14081.jpg,Forty Four Crore Fifty Six Lakh,1.ttf,1240,150
14082.jpg,Twenty Three Thousand Five Hundred and Twenty Two,3.ttf,1960,150
14083.jpg,Seventy One Thousand Four Hundred and Forty Nine,1.ttf,1920,150
14084.jpg,Fifty Eight Thousand One Hundred and Fifty Two,3.ttf,1840,150
14085.jpg,Sixty Six Thousand Three Hundred and Seventy Three,1.ttf,2000,150
14086.jpg,Eighty One Crore Sixty Eight Lakh,2.ttf,1320,150
14087.jpg,Thirty Crore Thirty Six Lakh,1.ttf,1120,150
14088.jpg,Twenty Five Crore Twenty Four Lakh,0.ttf,1360,150
14089.jpg,Seven Crore Forty Eight Lakh,3.ttf,1120,150
14090.jpg,Fifty Crore Eighty Nine Lakh,0.ttf,1120,150
14091.jpg,Seventy Five Thousand Seven Hundred and Twenty Three,0.ttf,2080,150
14092.jpg,Forty Two Thousand Nine Hundred and Forty Six,2.ttf,1800,150
14093.jpg,Thirty Four Thousand Eight Hundred and Forty Eight,3.ttf,2000,150
14094.jpg,Seventy Thousand Three Hundred and Sixty Nine,1.ttf,1800,150
14095.jpg,Twenty Two Thousand and Eighty Six,1.ttf,1360,150
14096.jpg,Ninety Four Crore Thirty Six Lakh,3.ttf,1320,150
14097.jpg,Ninety Four Thousand Two Hundred and Sixty One,2.ttf,1840,150
14098.jpg,Eighty Three Crore Sixty Three Lakh,1.ttf,1400,150
14099.jpg,Ninety Four Thousand One Hundred and Twenty Two,3.ttf,1880,150
14100.jpg,Thirty Eight Crore Eighty Eight Lakh,0.ttf,1440,150
14101.jpg,Eighty Four Thousand Four Hundred and Twenty,1.ttf,1760,150
14102.jpg,Twenty Eight Crore Eighty Five Lakh,1.ttf,1400,150
14103.jpg,Thirty Two Crore Eighty Six Lakh,0.ttf,1280,150
14104.jpg,Thirty Three Thousand Four Hundred and Twenty Two,1.ttf,1960,150
14105.jpg,One Crore Fifty Six Lakh,3.ttf,960,150
14106.jpg,Eighty Two Crore Eleven Lakh,0.ttf,1120,150
14107.jpg,Sixty Crore Twenty Four Lakh,1.ttf,1120,150
14108.jpg,Forty Six Thousand Eight Hundred and Twenty One,1.ttf,1880,150
14109.jpg,Forty Crore Six Lakh,1.ttf,800,150
14110.jpg,Fifty Seven Crore Fifty Eight Lakh,3.ttf,1360,150
14111.jpg,Forty Crore Sixteen Lakh,0.ttf,960,150
14112.jpg,Twelve Thousand Two Hundred and Seventy Four,0.ttf,1760,150
14113.jpg,Forty Four Crore Thirty Six Lakh,2.ttf,1280,150
14114.jpg,Forty Six Thousand Five Hundred and Seventy,2.ttf,1720,150
14115.jpg,Nineteen Thousand Seven Hundred and Ninety Seven,0.ttf,1920,150
14116.jpg,Forty One Thousand One Hundred and Sixty Four,2.ttf,1800,150
14117.jpg,Sixty Thousand Two Hundred and Seventy Seven,3.ttf,1760,150
14118.jpg,Twenty Seven Crore Two Lakh,1.ttf,1080,150
14119.jpg,Eighty Crore Fifteen Lakh,0.ttf,1000,150
14120.jpg,Fifty Eight Crore Fourteen Lakh,3.ttf,1240,150
14121.jpg,Twenty Five Crore Forty Six Lakh,1.ttf,1280,150
14122.jpg,Eight Crore Three Lakh,1.ttf,880,150
14123.jpg,Five Thousand Eight Hundred and Eighty,0.ttf,1520,150
14124.jpg,Thirty Five Thousand Five Hundred and Ninety Four,1.ttf,1960,150
14125.jpg,Thirty Seven Crore Fifty Seven Lakh,2.ttf,1400,150
14126.jpg,Fifty Thousand Four Hundred and Eighty Seven,0.ttf,1760,150
14127.jpg,Ninety Crore Eighty Four Lakh,2.ttf,1160,150
14128.jpg,Forty Seven Crore Eighty Four Lakh,3.ttf,1360,150
14129.jpg,Fifty Four Crore Thirty Eight Lakh,0.ttf,1360,150
14130.jpg,Eighty Three Thousand Seven Hundred and Eighty Two,3.ttf,2000,150
14131.jpg,Seventy Three Crore Twenty Lakh,2.ttf,1240,150
14132.jpg,Ninety Nine Crore Sixty Two Lakh,3.ttf,1280,150
14133.jpg,Ninety Thousand Six Hundred and Seventeen,0.ttf,1640,150
14134.jpg,Ninety Five Thousand Three Hundred and Fifty Five,3.ttf,1960,150
14135.jpg,Twenty Seven Thousand Six Hundred and Four,1.ttf,1680,150
14136.jpg,Ninety One Thousand and Fifty Three,0.ttf,1400,150
14137.jpg,Eighty Six Thousand Four Hundred and Ninety Four,2.ttf,1920,150
14138.jpg,Thirty Five Crore Sixty Three Lakh,2.ttf,1360,150
14139.jpg,Twenty One Thousand Three Hundred and Sixty Two,3.ttf,1880,150
14140.jpg,Forty Six Thousand Two Hundred and Eighty Nine,1.ttf,1840,150
14141.jpg,Sixty Two Thousand Four Hundred and Three,2.ttf,1640,150
14142.jpg,Seventy Thousand Four Hundred and Forty Three,0.ttf,1800,150
14143.jpg,Seventy One Thousand Four Hundred and Ninety,2.ttf,1760,150
14144.jpg,Seventy Five Thousand Four Hundred and Thirty Four,2.ttf,2000,150
14145.jpg,Seventy Nine Thousand Six Hundred and Ninety Nine,3.ttf,1960,150
14146.jpg,Fifty Thousand Six Hundred and Ninety Three,2.ttf,1720,150
14147.jpg,Five Thousand Five Hundred and Nineteen,3.ttf,1560,150
14148.jpg,Sixty Seven Thousand Three Hundred and Forty Seven,2.ttf,2000,150
14149.jpg,Eighty Seven Crore Ninety Seven Lakh,2.ttf,1440,150
14150.jpg,Twenty Three Crore Sixty One Lakh,2.ttf,1320,150
14151.jpg,Twelve Thousand One Hundred and Thirty,0.ttf,1520,150
14152.jpg,Ninety Seven Crore Ninety Six Lakh,1.ttf,1360,150
14153.jpg,Eighty Six Crore Thirty Four Lakh,0.ttf,1320,150
14154.jpg,Twenty Nine Thousand Eight Hundred and Eighty,1.ttf,1800,150
14155.jpg,Five Thousand Five Hundred and Thirty One,1.ttf,1640,150
14156.jpg,Seventy Two Thousand Four Hundred and Twenty Two,3.ttf,1920,150
14157.jpg,Sixty Six Thousand Four Hundred and Fifty Eight,3.ttf,1880,150
14158.jpg,Thirty Six Crore Eleven Lakh,2.ttf,1120,150
14159.jpg,Thirty Five Thousand Nine Hundred and Sixty Two,3.ttf,1880,150
14160.jpg,Ninety Three Crore Thirty Lakh,0.ttf,1200,150
14161.jpg,Fifty Seven Thousand Four Hundred and Sixty Seven,3.ttf,1960,150
14162.jpg,One Crore Six Lakh,3.ttf,720,150
14163.jpg,Sixty Six Thousand Four Hundred and Five,3.ttf,1600,150
14164.jpg,Fifty Five Crore Fourteen Lakh,2.ttf,1200,150
14165.jpg,Fifty Six Thousand and Nineteen,2.ttf,1240,150
14166.jpg,Sixty Nine Thousand Three Hundred and Nine,1.ttf,1680,150
14167.jpg,Fourteen Crore Thirty Lakh,1.ttf,1040,150
14168.jpg,Thirty Thousand Six Hundred and Four,2.ttf,1440,150
14169.jpg,Seven Thousand Seven Hundred and Twenty Nine,1.ttf,1760,150
14170.jpg,Seventy Four Thousand Seven Hundred and Forty One,0.ttf,1960,150
14171.jpg,Twenty Four Crore Twenty Seven Lakh,1.ttf,1400,150
14172.jpg,Ninety One Thousand Six Hundred and Fifty Seven,3.ttf,1880,150
14173.jpg,Thirty Four Crore Forty Three Lakh,3.ttf,1360,150
14174.jpg,Seventeen Crore Eleven Lakh,3.ttf,1080,150
14175.jpg,Six Hundred and Ninety Two,1.ttf,1040,150
14176.jpg,Seventy Eight Thousand Eight Hundred and Seventy Eight,1.ttf,2160,150
14177.jpg,Sixty Five Crore Eighty Three Lakh,2.ttf,1360,150
14178.jpg,Six Crore Forty Lakh,1.ttf,800,150
14179.jpg,Fifty Five Thousand Three Hundred and Forty Three,0.ttf,1960,150
14180.jpg,Thirty Four Thousand Two Hundred and Seventy Four,2.ttf,1960,150
14181.jpg,Forty Eight Crore Sixty Six Lakh,1.ttf,1280,150
14182.jpg,Twenty One Crore Eighty Lakh,3.ttf,1120,150
14183.jpg,Twenty Two Thousand Three Hundred and Eighty Three,2.ttf,2000,150
14184.jpg,Twelve Crore Eighty Five Lakh,1.ttf,1160,150
14185.jpg,Thirteen Thousand Nine Hundred and Ninety One,0.ttf,1800,150
14186.jpg,Twelve Thousand Five Hundred and Forty Three,3.ttf,1760,150
14187.jpg,Ninety Two Thousand Seven Hundred and Seventy Six,3.ttf,1960,150
14188.jpg,Seventy One Thousand Eight Hundred and Ninety One,1.ttf,1960,150
14189.jpg,Sixty Crore Forty Lakh,0.ttf,880,150
14190.jpg,Eighty Crore Two Lakh,0.ttf,840,150
14191.jpg,Thirty Six Thousand Six Hundred and Twenty Three,1.ttf,1920,150
14192.jpg,Fifty Eight Thousand Three Hundred and Twenty Three,0.ttf,2040,150
14193.jpg,Thirty Six Thousand Seven Hundred and Sixty Three,1.ttf,1960,150
14194.jpg,Fifty Three Thousand Nine Hundred and Forty Four,1.ttf,1920,150
14195.jpg,Seventy Seven Thousand One Hundred and Ten,2.ttf,1680,150
14196.jpg,Two Crore Sixty Nine Lakh,0.ttf,1000,150
14197.jpg,Fifty Three Crore Sixteen Lakh,0.ttf,1200,150
14198.jpg,Ninety Thousand Five Hundred and Ninety Seven,1.ttf,1800,150
14199.jpg,Twenty Seven Thousand Six Hundred and Ninety Four,2.ttf,1960,150
14200.jpg,Forty Eight Thousand Seven Hundred and Fifty Four,1.ttf,1960,150
14201.jpg,Forty Two Crore Fifty Three Lakh,3.ttf,1280,150
14202.jpg,Eighty Thousand Five Hundred and Eighty Seven,3.ttf,1800,150
14203.jpg,Thirty Three Thousand Two Hundred and Sixty Five,3.ttf,1920,150
14204.jpg,Thirty Nine Crore Sixty One Lakh,1.ttf,1280,150
14205.jpg,Thirteen Crore Twenty One Lakh,0.ttf,1200,150
14206.jpg,Thirty One Crore Sixty Eight Lakh,0.ttf,1320,150
14207.jpg,Eighty Two Crore Forty Six Lakh,1.ttf,1240,150
14208.jpg,Thirty Eight Crore Thirty Four Lakh,3.ttf,1400,150
14209.jpg,Fourteen Thousand Seven Hundred and Thirty Seven,1.ttf,1920,150
14210.jpg,Fifty Thousand Nine Hundred and Forty Nine,1.ttf,1680,150
14211.jpg,Fifty Crore Ninety Seven Lakh,1.ttf,1160,150
14212.jpg,Forty Five Thousand Eight Hundred and Fifty Five,0.ttf,1920,150
14213.jpg,Twenty Thousand Four Hundred and Sixty Three,0.ttf,1760,150
14214.jpg,Sixteen Thousand One Hundred and Forty,1.ttf,1520,150
14215.jpg,Sixty Eight Thousand Eight Hundred and Nine,3.ttf,1720,150
14216.jpg,Eighty Three Thousand Three Hundred and Thirty Six,3.ttf,2000,150
14217.jpg,Fifty Three Thousand Six Hundred and Two,3.ttf,1600,150
14218.jpg,Seventy One Thousand Three Hundred and Forty Three,2.ttf,2000,150
14219.jpg,Ninety Three Crore,1.ttf,720,150
14220.jpg,Sixty Thousand Eight Hundred and Thirty Two,0.ttf,1720,150
14221.jpg,Seventy Five Thousand Two Hundred and Twenty Nine,1.ttf,1960,150
14222.jpg,Seventy Eight Thousand and Two,1.ttf,1200,150
14223.jpg,Thirteen Crore Twelve Lakh,2.ttf,1040,150
14224.jpg,Seventy Seven Thousand One Hundred and Seventy Eight,3.ttf,2080,150
14225.jpg,Ninety Seven Thousand Five Hundred and Seventy Eight,0.ttf,2080,150
14226.jpg,Fifty Thousand and Eighty Two,3.ttf,1160,150
14227.jpg,Forty Thousand Eight Hundred and Seventy,3.ttf,1600,150
14228.jpg,Eighty Five Thousand Three Hundred and Thirty Three,2.ttf,2040,150
14229.jpg,Forty Crore Sixty Seven Lakh,2.ttf,1120,150
14230.jpg,Twenty Two Thousand One Hundred and Eighty Four,1.ttf,1880,150
14231.jpg,Forty One Crore Twenty Nine Lakh,1.ttf,1280,150
14232.jpg,Thirty Four Thousand Eight Hundred and Eighty Five,1.ttf,2000,150
14233.jpg,Eleven Thousand One Hundred and Twenty One,2.ttf,1680,150
14234.jpg,Ten Crore Ninety Lakh,0.ttf,840,150
14235.jpg,Sixty Nine Crore Ninety Four Lakh,1.ttf,1320,150
14236.jpg,Twenty Five Thousand Four Hundred and Thirty Nine,2.ttf,1960,150
14237.jpg,Ninety Three Crore Eighty One Lakh,3.ttf,1360,150
14238.jpg,Seventeen Crore Eighty Eight Lakh,3.ttf,1320,150
14239.jpg,Sixteen Crore Three Lakh,1.ttf,960,150
14240.jpg,Thirty Two Thousand Three Hundred and Seventy Six,3.ttf,1960,150
14241.jpg,Ninety Nine Thousand Four Hundred and Fifty Seven,3.ttf,1960,150
14242.jpg,Twenty Six Thousand and Sixty Two,1.ttf,1320,150
14243.jpg,Twenty Seven Crore Twenty Five Lakh,1.ttf,1400,150
14244.jpg,Nineteen Crore Fifty Lakh,0.ttf,1000,150
14245.jpg,Seventy Seven Crore Thirty One Lakh,3.ttf,1400,150
14246.jpg,Nine Crore Thirty Lakh,2.ttf,880,150
14247.jpg,One Crore Ninety Two Lakh,1.ttf,1000,150
14248.jpg,Seventy One Crore Seventy Five Lakh,0.ttf,1400,150
14249.jpg,Forty Nine Thousand Five Hundred and Eleven,2.ttf,1720,150
14250.jpg,Eighty Two Thousand Eight Hundred and Twenty Five,0.ttf,1960,150
14251.jpg,Forty Two Crore Thirty Eight Lakh,0.ttf,1320,150
14252.jpg,Thirty Five Thousand One Hundred and Sixty Nine,3.ttf,1880,150
14253.jpg,Seventy Five Thousand Six Hundred and Twenty Nine,1.ttf,1960,150
14254.jpg,Eight Crore Thirty Six Lakh,2.ttf,1080,150
14255.jpg,Fifty Four Thousand Eight Hundred and Fifty Nine,2.ttf,1920,150
14256.jpg,One Crore Forty Five Lakh,0.ttf,1000,150
14257.jpg,Eighty Eight Crore Five Lakh,3.ttf,1120,150
14258.jpg,Seventy Two Crore Thirty Two Lakh,2.ttf,1320,150
14259.jpg,Thirty Nine Crore Eighty Six Lakh,0.ttf,1320,150
14260.jpg,Fifty Seven Crore Six Lakh,0.ttf,1040,150
14261.jpg,Twenty Four Thousand and Seventy Seven,2.ttf,1520,150
14262.jpg,Sixty Eight Thousand Four Hundred and Eighty Four,3.ttf,1960,150
14263.jpg,Fifty Crore Eighty Eight Lakh,0.ttf,1160,150
14264.jpg,Eighty Crore Ninety One Lakh,0.ttf,1120,150
14265.jpg,Fifty Six Thousand One Hundred and Seventy Two,3.ttf,1840,150
14266.jpg,Fifty Seven Thousand and Sixty,2.ttf,1200,150
14267.jpg,Fifty Four Crore Seventy Lakh,1.ttf,1160,150
14268.jpg,Seventy Thousand Two Hundred and Nineteen,3.ttf,1640,150
14269.jpg,Seventy Seven Thousand Seven Hundred and Forty Six,0.ttf,2000,150
14270.jpg,Ninety Three Crore Fifty Seven Lakh,3.ttf,1400,150
14271.jpg,Forty Eight Crore Seventy Eight Lakh,3.ttf,1440,150
14272.jpg,Twenty Six Crore Ninety Three Lakh,1.ttf,1360,150
14273.jpg,Nineteen Thousand Nine Hundred and Fifty Four,0.ttf,1800,150
14274.jpg,Sixty Four Crore Eighty One Lakh,0.ttf,1280,150
14275.jpg,Forty Six Crore Forty One Lakh,0.ttf,1200,150
14276.jpg,Thirty Six Thousand Three Hundred and Sixty Four,0.ttf,1920,150
14277.jpg,Ninety Six Crore Ninety Nine Lakh,0.ttf,1320,150
14278.jpg,Seven Thousand Nine Hundred and Eighty Five,0.ttf,1720,150
14279.jpg,Fifty Five Thousand Three Hundred and Ten,1.ttf,1640,150
14280.jpg,Seventy One Crore Forty Four Lakh,0.ttf,1320,150
14281.jpg,Eighty One Crore Eighty Two Lakh,0.ttf,1280,150
14282.jpg,Ninety Two Thousand Nine Hundred and Sixty Three,2.ttf,1920,150
14283.jpg,Thirty Eight Thousand Six Hundred and Eighty Nine,2.ttf,1960,150
14284.jpg,Thirty Three Thousand Four Hundred and Forty One,3.ttf,1920,150
14285.jpg,Eighty Three Crore Seventy Six Lakh,3.ttf,1400,150
14286.jpg,Forty Five Thousand Seven Hundred and Fifty Six,3.ttf,1880,150
14287.jpg,Forty Thousand Eight Hundred and Fifty One,1.ttf,1680,150
14288.jpg,Thirty One Crore Thirty Lakh,1.ttf,1120,150
14289.jpg,Ninety Crore Seventy Three Lakh,3.ttf,1240,150
14290.jpg,Eleven Crore Five Lakh,1.ttf,880,150
14291.jpg,Eighty Crore Sixty Lakh,1.ttf,920,150
14292.jpg,Three Thousand Three Hundred and Thirty Three,1.ttf,1800,150
14293.jpg,Eighty Thousand Two Hundred and Forty,0.ttf,1480,150
14294.jpg,Thirty Five Crore Seven Lakh,2.ttf,1120,150
14295.jpg,Fifty Three Crore Eighty Six Lakh,3.ttf,1320,150
14296.jpg,Forty Three Thousand and Eighteen,0.ttf,1320,150
14297.jpg,Twenty Crore Eighty Three Lakh,1.ttf,1200,150
14298.jpg,Eighty Five Thousand Eight Hundred and Ninety Seven,0.ttf,2040,150
14299.jpg,Twenty Three Thousand Six Hundred and Eighteen,2.ttf,1840,150
14300.jpg,Fifty Nine Crore Eighty One Lakh,1.ttf,1280,150
14301.jpg,Seventy Four Thousand Two Hundred and Nine,2.ttf,1680,150
14302.jpg,Ninety Thousand One Hundred and Eighty Eight,2.ttf,1760,150
14303.jpg,Twenty Eight Crore Thirty Seven Lakh,1.ttf,1440,150
14304.jpg,Fifty Seven Crore Five Lakh,2.ttf,1080,150
14305.jpg,Seventeen Thousand Two Hundred and Twenty Seven,1.ttf,1880,150
14306.jpg,Fifty Two Thousand Eight Hundred and Seventy Three,1.ttf,2000,150
14307.jpg,Seventeen Thousand Eight Hundred and Forty Five,1.ttf,1880,150
14308.jpg,Seventy Two Crore Fifty Six Lakh,1.ttf,1280,150
14309.jpg,Twelve Thousand One Hundred and Seventy Three,1.ttf,1800,150
14310.jpg,Seventy Three Crore Twenty Six Lakh,1.ttf,1400,150
14311.jpg,Fifty Eight Crore Eighty Nine Lakh,0.ttf,1360,150
14312.jpg,Forty Five Crore Twenty One Lakh,1.ttf,1280,150
14313.jpg,Forty Five Thousand Three Hundred and Ninety Seven,1.ttf,2000,150
14314.jpg,Five Thousand Six Hundred and Sixty Nine,3.ttf,1600,150
14315.jpg,Nineteen Thousand One Hundred and Ninety,3.ttf,1600,150
14316.jpg,Five Thousand Six Hundred and Thirteen,0.ttf,1520,150
14317.jpg,Thirty Six Crore Eighty Three Lakh,2.ttf,1360,150
14318.jpg,Thirty Seven Crore Six Lakh,1.ttf,1080,150
14319.jpg,Two Crore Sixty Seven Lakh,2.ttf,1040,150
14320.jpg,Sixty Six Thousand One Hundred and Ninety Nine,1.ttf,1840,150
14321.jpg,Twenty Crore Thirty Seven Lakh,2.ttf,1200,150
14322.jpg,Forty Seven Crore Eleven Lakh,2.ttf,1160,150
14323.jpg,Twenty Eight Crore Fifty Five Lakh,0.ttf,1360,150
14324.jpg,Sixty Four Crore Thirty Four Lakh,2.ttf,1320,150
